age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,nr.employed,Subscribed
28,technician,married,basic.9y,no,no,cellular,apr,thu,442,1,999,nonexistent,5099.1,no
44,blue-collar,married,basic.6y,yes,no,cellular,apr,thu,304,1,999,nonexistent,5099.1,no
55,management,married,basic.4y,no,no,cellular,apr,thu,594,2,999,nonexistent,5099.1,no
28,technician,married,basic.9y,yes,no,cellular,apr,thu,772,1,999,nonexistent,5099.1,no
30,services,married,high.school,no,no,cellular,apr,thu,647,2,999,failure,5099.1,no
45,blue-collar,married,unknown,yes,no,cellular,apr,thu,263,1,999,nonexistent,5099.1,no
25,student,married,university.degree,yes,yes,telephone,apr,thu,127,7,999,nonexistent,5099.1,no
47,entrepreneur,divorced,high.school,no,no,cellular,apr,thu,71,5,999,nonexistent,5099.1,no
45,blue-collar,married,unknown,yes,no,cellular,apr,thu,432,1,999,nonexistent,5099.1,no
59,blue-collar,married,basic.9y,no,no,cellular,apr,thu,332,2,999,failure,5099.1,no
45,blue-collar,married,unknown,no,no,cellular,apr,thu,829,1,999,nonexistent,5099.1,no
45,blue-collar,married,unknown,yes,yes,cellular,apr,thu,614,1,999,failure,5099.1,no
45,blue-collar,married,unknown,yes,no,cellular,apr,thu,797,1,999,nonexistent,5099.1,no
31,student,single,unknown,no,no,cellular,apr,thu,102,1,999,failure,5099.1,no
29,blue-collar,single,basic.6y,yes,yes,cellular,apr,thu,1410,1,999,failure,5099.1,no
31,student,single,unknown,no,yes,cellular,apr,thu,246,1,999,failure,5099.1,no
34,blue-collar,married,basic.9y,no,no,cellular,apr,thu,234,1,999,failure,5099.1,no
31,student,single,unknown,yes,no,cellular,apr,thu,427,1,999,failure,5099.1,no
34,blue-collar,married,basic.9y,no,no,cellular,apr,thu,340,1,999,failure,5099.1,no
42,blue-collar,married,basic.4y,no,yes,cellular,apr,thu,579,3,999,nonexistent,5099.1,no
47,services,married,basic.9y,yes,no,cellular,apr,thu,561,3,999,nonexistent,5099.1,no
39,blue-collar,married,unknown,yes,no,cellular,apr,thu,307,1,999,nonexistent,5099.1,no
43,admin.,single,high.school,yes,no,cellular,apr,fri,192,2,999,failure,5099.1,no
42,entrepreneur,married,university.degree,no,no,cellular,apr,fri,46,4,999,nonexistent,5099.1,no
33,management,married,basic.9y,no,yes,cellular,apr,fri,71,2,999,nonexistent,5099.1,no
35,blue-collar,single,basic.9y,yes,no,telephone,apr,fri,109,3,999,nonexistent,5099.1,no
51,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,35,1,999,failure,5099.1,no
42,admin.,single,high.school,no,no,cellular,apr,fri,377,2,999,nonexistent,5099.1,no
51,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,81,1,999,failure,5099.1,no
37,blue-collar,single,professional.course,no,no,cellular,apr,fri,360,1,999,nonexistent,5099.1,no
38,admin.,single,high.school,yes,no,cellular,apr,fri,141,1,999,failure,5099.1,no
29,admin.,married,university.degree,yes,no,cellular,apr,fri,430,1,999,nonexistent,5099.1,no
37,blue-collar,single,basic.9y,no,no,cellular,apr,fri,282,1,999,nonexistent,5099.1,no
47,technician,married,professional.course,yes,no,cellular,apr,fri,260,1,999,nonexistent,5099.1,no
47,admin.,married,university.degree,no,no,cellular,apr,fri,226,1,999,failure,5099.1,no
38,blue-collar,married,basic.9y,no,no,cellular,apr,fri,164,1,999,nonexistent,5099.1,no
37,blue-collar,married,basic.4y,no,yes,cellular,apr,fri,125,4,999,nonexistent,5099.1,no
41,admin.,divorced,high.school,no,no,cellular,apr,fri,620,1,999,nonexistent,5099.1,no
34,technician,married,professional.course,no,no,cellular,apr,fri,141,2,999,nonexistent,5099.1,no
42,blue-collar,married,basic.4y,no,no,cellular,apr,fri,557,1,999,nonexistent,5099.1,no
48,blue-collar,married,basic.9y,no,no,cellular,apr,fri,50,1,999,nonexistent,5099.1,no
39,admin.,married,high.school,yes,no,cellular,apr,fri,222,1,999,failure,5099.1,no
42,blue-collar,married,unknown,yes,no,cellular,apr,fri,434,1,999,nonexistent,5099.1,no
37,blue-collar,married,basic.4y,no,no,cellular,apr,fri,180,2,999,nonexistent,5099.1,no
45,management,married,university.degree,yes,no,cellular,apr,fri,345,1,999,nonexistent,5099.1,no
25,technician,single,university.degree,no,no,cellular,apr,fri,118,1,999,nonexistent,5099.1,no
48,admin.,divorced,unknown,no,no,cellular,apr,fri,85,1,999,nonexistent,5099.1,no
36,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,233,2,999,nonexistent,5099.1,no
41,management,married,university.degree,yes,yes,cellular,apr,fri,249,1,999,nonexistent,5099.1,no
35,services,single,high.school,yes,no,cellular,apr,fri,179,1,999,nonexistent,5099.1,no
54,entrepreneur,married,basic.9y,yes,yes,cellular,apr,fri,52,1,999,nonexistent,5099.1,no
41,self-employed,married,basic.9y,no,no,cellular,apr,fri,112,1,999,failure,5099.1,no
42,admin.,single,high.school,yes,no,cellular,apr,fri,392,1,999,nonexistent,5099.1,no
54,blue-collar,married,unknown,yes,no,cellular,apr,fri,113,2,999,nonexistent,5099.1,no
35,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,119,1,999,nonexistent,5099.1,no
28,student,married,university.degree,yes,no,telephone,apr,fri,98,1,999,nonexistent,5099.1,no
34,entrepreneur,married,university.degree,no,no,cellular,apr,fri,85,1,999,failure,5099.1,no
57,blue-collar,married,basic.9y,no,no,cellular,apr,fri,515,1,999,nonexistent,5099.1,no
54,services,married,high.school,no,no,cellular,apr,fri,402,1,999,failure,5099.1,no
54,services,married,high.school,no,no,cellular,apr,fri,408,1,999,failure,5099.1,no
34,technician,divorced,basic.9y,yes,no,cellular,apr,fri,76,1,999,nonexistent,5099.1,no
28,student,married,university.degree,no,no,cellular,apr,fri,224,1,999,failure,5099.1,no
36,services,married,high.school,yes,yes,cellular,apr,fri,294,1,999,failure,5099.1,no
54,retired,married,basic.4y,yes,no,cellular,apr,fri,420,1,999,nonexistent,5099.1,no
28,student,married,university.degree,yes,no,cellular,apr,fri,346,1,999,nonexistent,5099.1,no
55,admin.,married,basic.4y,no,no,cellular,apr,fri,198,1,999,nonexistent,5099.1,no
34,entrepreneur,married,university.degree,yes,yes,cellular,apr,fri,108,1,999,nonexistent,5099.1,no
31,admin.,married,high.school,no,no,cellular,apr,fri,238,1,999,failure,5099.1,no
55,admin.,married,basic.4y,yes,no,cellular,apr,fri,548,1,999,failure,5099.1,no
59,admin.,divorced,university.degree,yes,no,cellular,apr,fri,416,1,999,failure,5099.1,no
35,technician,married,professional.course,yes,no,cellular,apr,fri,86,1,999,nonexistent,5099.1,no
48,blue-collar,married,basic.6y,no,no,cellular,apr,fri,599,2,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,210,1,999,nonexistent,5099.1,no
39,blue-collar,divorced,basic.6y,yes,no,cellular,apr,fri,344,1,999,nonexistent,5099.1,no
34,admin.,married,high.school,yes,yes,cellular,apr,fri,329,1,999,nonexistent,5099.1,no
34,self-employed,married,basic.4y,yes,no,cellular,apr,fri,236,3,999,nonexistent,5099.1,no
32,management,single,university.degree,no,no,cellular,apr,fri,82,1,999,failure,5099.1,no
34,management,married,university.degree,yes,no,cellular,apr,fri,416,1,999,nonexistent,5099.1,no
38,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,612,1,999,failure,5099.1,no
39,management,married,basic.6y,yes,no,cellular,apr,fri,177,1,999,nonexistent,5099.1,no
43,blue-collar,married,basic.6y,no,yes,cellular,apr,fri,150,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,199,2,999,failure,5099.1,no
47,blue-collar,married,basic.9y,no,no,cellular,apr,fri,112,1,999,nonexistent,5099.1,no
50,management,married,basic.6y,yes,no,cellular,apr,fri,704,2,999,nonexistent,5099.1,no
43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,372,1,999,failure,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,135,1,999,nonexistent,5099.1,no
42,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,486,1,999,failure,5099.1,no
50,unemployed,married,basic.4y,yes,no,cellular,apr,fri,71,1,999,nonexistent,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,462,1,999,nonexistent,5099.1,no
37,admin.,divorced,high.school,no,no,cellular,apr,fri,156,1,999,failure,5099.1,no
35,admin.,married,university.degree,no,no,cellular,apr,fri,203,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.6y,no,no,cellular,apr,fri,77,3,999,failure,5099.1,no
36,entrepreneur,married,university.degree,yes,no,cellular,apr,fri,486,2,999,nonexistent,5099.1,no
39,admin.,single,high.school,yes,no,cellular,apr,fri,341,1,999,nonexistent,5099.1,no
48,services,single,high.school,yes,no,cellular,apr,fri,267,2,999,failure,5099.1,no
41,unemployed,married,basic.9y,yes,no,telephone,apr,fri,246,1,999,failure,5099.1,no
57,services,married,basic.9y,yes,no,cellular,apr,fri,185,1,999,nonexistent,5099.1,no
36,self-employed,married,basic.9y,yes,no,cellular,apr,fri,313,1,999,failure,5099.1,no
35,admin.,single,university.degree,yes,no,cellular,apr,fri,115,1,999,nonexistent,5099.1,no
34,blue-collar,married,professional.course,yes,no,cellular,apr,fri,377,1,999,nonexistent,5099.1,no
33,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,135,1,999,failure,5099.1,no
30,services,single,high.school,yes,no,cellular,apr,fri,451,1,999,nonexistent,5099.1,no
38,technician,single,university.degree,yes,no,cellular,apr,fri,351,1,999,failure,5099.1,no
39,management,married,university.degree,yes,no,cellular,apr,fri,126,1,999,nonexistent,5099.1,no
38,technician,single,university.degree,yes,no,cellular,apr,fri,456,1,999,failure,5099.1,no
39,management,married,university.degree,yes,no,cellular,apr,fri,306,1,999,nonexistent,5099.1,no
25,admin.,single,high.school,no,no,cellular,apr,fri,178,2,999,nonexistent,5099.1,no
37,management,married,university.degree,no,yes,cellular,apr,fri,76,1,999,failure,5099.1,no
37,technician,married,professional.course,no,no,cellular,apr,fri,292,2,999,nonexistent,5099.1,no
34,blue-collar,divorced,basic.4y,yes,no,cellular,apr,fri,406,1,999,failure,5099.1,no
44,blue-collar,married,basic.6y,no,no,cellular,apr,fri,239,1,999,failure,5099.1,no
40,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,514,1,999,nonexistent,5099.1,no
43,admin.,single,high.school,no,no,telephone,apr,fri,51,3,999,nonexistent,5099.1,no
44,blue-collar,married,basic.6y,no,no,cellular,apr,fri,468,1,999,nonexistent,5099.1,no
34,technician,divorced,professional.course,yes,no,cellular,apr,fri,172,1,999,nonexistent,5099.1,no
34,technician,divorced,professional.course,yes,no,cellular,apr,fri,122,1,999,failure,5099.1,no
34,technician,divorced,professional.course,no,no,cellular,apr,fri,185,1,999,nonexistent,5099.1,no
47,admin.,married,basic.9y,yes,no,cellular,apr,fri,196,1,999,nonexistent,5099.1,no
42,admin.,married,high.school,yes,no,cellular,apr,fri,88,1,999,nonexistent,5099.1,no
38,technician,single,university.degree,yes,no,cellular,apr,fri,31,3,999,failure,5099.1,no
29,entrepreneur,single,university.degree,yes,yes,cellular,apr,fri,268,1,999,failure,5099.1,no
38,management,married,high.school,yes,no,cellular,apr,fri,143,1,999,nonexistent,5099.1,no
53,management,married,university.degree,yes,no,cellular,apr,fri,111,2,999,nonexistent,5099.1,no
43,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,357,1,999,nonexistent,5099.1,no
38,services,married,high.school,no,no,cellular,apr,fri,151,1,999,nonexistent,5099.1,no
41,blue-collar,married,unknown,yes,no,cellular,apr,fri,400,3,999,nonexistent,5099.1,no
34,housemaid,divorced,university.degree,yes,yes,cellular,apr,fri,73,1,999,nonexistent,5099.1,no
49,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,832,2,999,nonexistent,5099.1,no
41,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,251,1,999,failure,5099.1,no
45,blue-collar,married,unknown,yes,no,cellular,apr,fri,303,1,999,nonexistent,5099.1,no
36,services,married,high.school,yes,no,cellular,apr,fri,101,1,999,failure,5099.1,no
46,management,married,university.degree,no,no,cellular,apr,fri,79,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,113,1,999,failure,5099.1,no
46,management,married,university.degree,yes,no,cellular,apr,fri,268,1,999,failure,5099.1,no
35,blue-collar,married,unknown,no,no,cellular,apr,fri,172,1,999,nonexistent,5099.1,no
48,admin.,single,university.degree,yes,no,cellular,apr,fri,237,1,999,nonexistent,5099.1,no
47,admin.,married,high.school,no,yes,cellular,apr,fri,517,1,999,nonexistent,5099.1,no
42,management,married,university.degree,no,no,cellular,apr,fri,981,2,999,nonexistent,5099.1,no
32,retired,married,basic.4y,yes,no,cellular,apr,fri,531,1,999,nonexistent,5099.1,no
36,entrepreneur,married,basic.9y,yes,no,cellular,apr,fri,158,1,999,nonexistent,5099.1,no
45,blue-collar,married,unknown,no,no,cellular,apr,fri,106,1,999,nonexistent,5099.1,no
49,management,married,university.degree,yes,no,cellular,apr,fri,58,1,999,nonexistent,5099.1,no
53,admin.,single,basic.6y,no,yes,cellular,apr,fri,351,1,999,nonexistent,5099.1,no
36,entrepreneur,married,basic.9y,no,no,cellular,apr,fri,299,1,999,nonexistent,5099.1,no
41,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,69,1,999,failure,5099.1,no
44,blue-collar,married,basic.9y,yes,yes,cellular,apr,fri,418,1,999,nonexistent,5099.1,no
41,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,351,1,999,nonexistent,5099.1,no
41,admin.,divorced,high.school,no,no,cellular,apr,fri,471,1,999,nonexistent,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,47,1,999,failure,5099.1,no
42,blue-collar,married,basic.4y,no,no,cellular,apr,fri,264,1,999,failure,5099.1,no
42,admin.,divorced,high.school,yes,yes,cellular,apr,fri,57,1,999,nonexistent,5099.1,no
47,technician,married,professional.course,yes,no,cellular,apr,fri,53,1,999,nonexistent,5099.1,no
34,admin.,single,high.school,yes,no,cellular,apr,fri,183,1,999,failure,5099.1,no
40,blue-collar,single,basic.6y,no,no,cellular,apr,fri,139,1,999,failure,5099.1,no
24,services,single,high.school,yes,no,cellular,apr,fri,515,1,999,nonexistent,5099.1,no
40,blue-collar,single,basic.6y,no,no,cellular,apr,fri,289,1,999,nonexistent,5099.1,no
34,technician,married,professional.course,no,no,cellular,apr,fri,132,2,999,failure,5099.1,no
37,blue-collar,divorced,basic.9y,yes,yes,cellular,apr,fri,83,1,999,nonexistent,5099.1,no
44,blue-collar,married,high.school,yes,no,cellular,apr,fri,921,2,999,failure,5099.1,no
55,management,married,university.degree,no,no,cellular,apr,fri,519,1,999,failure,5099.1,no
36,admin.,single,high.school,yes,yes,cellular,apr,fri,299,2,999,nonexistent,5099.1,no
57,admin.,divorced,high.school,yes,no,cellular,apr,fri,97,1,999,nonexistent,5099.1,no
35,services,married,high.school,yes,no,cellular,apr,fri,84,1,999,nonexistent,5099.1,no
39,admin.,married,university.degree,yes,no,cellular,apr,fri,73,1,999,nonexistent,5099.1,no
43,management,married,university.degree,yes,yes,cellular,apr,fri,307,1,999,nonexistent,5099.1,no
24,technician,divorced,professional.course,yes,no,cellular,apr,fri,107,1,999,failure,5099.1,no
48,services,married,high.school,yes,no,cellular,apr,fri,193,2,999,nonexistent,5099.1,no
55,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,248,2,999,nonexistent,5099.1,no
55,admin.,divorced,unknown,no,no,cellular,apr,fri,386,2,999,nonexistent,5099.1,no
24,technician,divorced,professional.course,no,no,cellular,apr,fri,332,1,999,failure,5099.1,no
47,admin.,married,high.school,unknown,unknown,cellular,apr,fri,499,2,999,nonexistent,5099.1,no
34,unemployed,married,basic.9y,yes,no,cellular,apr,fri,71,1,999,failure,5099.1,no
45,management,married,university.degree,yes,yes,cellular,apr,fri,362,1,999,failure,5099.1,no
34,unemployed,married,basic.9y,no,no,cellular,apr,fri,181,1,999,failure,5099.1,no
38,technician,single,high.school,no,no,cellular,apr,fri,161,1,999,failure,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,334,2,999,nonexistent,5099.1,no
38,technician,single,high.school,yes,no,cellular,apr,fri,183,1,999,nonexistent,5099.1,no
56,self-employed,divorced,university.degree,no,no,telephone,apr,fri,42,1,999,nonexistent,5099.1,no
29,admin.,married,university.degree,unknown,unknown,cellular,apr,fri,462,1,999,failure,5099.1,no
41,blue-collar,married,professional.course,yes,no,cellular,apr,fri,74,2,999,failure,5099.1,no
47,management,married,high.school,unknown,unknown,cellular,apr,fri,234,1,999,failure,5099.1,no
47,management,married,high.school,no,yes,cellular,apr,fri,245,1,999,failure,5099.1,no
30,technician,single,high.school,yes,no,cellular,apr,fri,218,1,999,failure,5099.1,no
19,student,single,unknown,yes,no,telephone,apr,fri,1161,5,999,nonexistent,5099.1,no
29,services,married,basic.6y,no,yes,cellular,apr,fri,754,1,999,nonexistent,5099.1,no
46,admin.,married,professional.course,no,no,cellular,apr,fri,609,1,999,failure,5099.1,no
36,blue-collar,divorced,basic.6y,yes,no,cellular,apr,fri,235,1,999,nonexistent,5099.1,no
34,technician,married,university.degree,no,no,cellular,apr,fri,146,1,999,failure,5099.1,no
55,admin.,married,high.school,no,no,cellular,apr,fri,518,3,999,nonexistent,5099.1,no
44,management,married,professional.course,yes,no,cellular,apr,fri,345,1,999,nonexistent,5099.1,no
43,blue-collar,married,high.school,unknown,unknown,cellular,apr,fri,239,1,999,failure,5099.1,no
32,admin.,married,high.school,yes,yes,cellular,apr,fri,218,1,999,failure,5099.1,no
26,admin.,single,university.degree,no,no,telephone,apr,fri,52,6,999,nonexistent,5099.1,no
42,admin.,single,university.degree,no,no,telephone,apr,fri,82,4,999,nonexistent,5099.1,no
36,admin.,single,high.school,no,no,cellular,apr,fri,140,1,999,nonexistent,5099.1,no
41,admin.,single,high.school,no,no,cellular,apr,fri,68,3,999,nonexistent,5099.1,no
34,services,single,high.school,no,no,cellular,apr,fri,707,1,999,failure,5099.1,no
41,management,married,university.degree,yes,no,cellular,apr,fri,212,1,999,nonexistent,5099.1,no
41,technician,married,professional.course,yes,no,cellular,apr,fri,51,6,999,nonexistent,5099.1,no
47,technician,divorced,university.degree,no,no,cellular,apr,fri,53,1,999,nonexistent,5099.1,no
46,blue-collar,married,unknown,no,no,cellular,apr,fri,193,1,999,nonexistent,5099.1,no
50,management,married,university.degree,yes,no,telephone,apr,fri,198,1,999,nonexistent,5099.1,no
19,student,single,unknown,no,no,cellular,apr,fri,108,5,999,nonexistent,5099.1,no
39,services,married,high.school,yes,no,telephone,apr,fri,137,1,999,nonexistent,5099.1,no
38,blue-collar,married,basic.9y,no,no,cellular,apr,fri,9,1,999,nonexistent,5099.1,no
47,technician,married,professional.course,no,no,cellular,apr,fri,92,1,999,nonexistent,5099.1,no
48,blue-collar,married,basic.6y,no,no,cellular,apr,fri,576,1,999,failure,5099.1,no
45,admin.,married,high.school,no,no,cellular,apr,fri,191,1,999,nonexistent,5099.1,no
35,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,98,1,999,nonexistent,5099.1,no
36,admin.,single,high.school,yes,no,telephone,apr,fri,777,2,999,nonexistent,5099.1,no
39,admin.,married,university.degree,yes,no,cellular,apr,fri,161,1,999,failure,5099.1,no
36,admin.,divorced,high.school,yes,no,cellular,apr,fri,117,1,999,nonexistent,5099.1,no
50,management,married,basic.9y,yes,no,cellular,apr,fri,329,1,999,nonexistent,5099.1,no
55,admin.,married,basic.4y,no,no,cellular,apr,fri,155,1,999,nonexistent,5099.1,no
55,admin.,married,basic.4y,no,yes,cellular,apr,fri,106,1,999,nonexistent,5099.1,no
33,admin.,single,university.degree,yes,no,cellular,apr,fri,76,2,999,nonexistent,5099.1,no
33,admin.,single,university.degree,yes,no,cellular,apr,fri,382,2,999,nonexistent,5099.1,no
42,blue-collar,married,unknown,yes,no,cellular,apr,fri,496,3,999,nonexistent,5099.1,no
41,services,married,high.school,no,no,cellular,apr,fri,464,1,999,nonexistent,5099.1,no
39,management,married,university.degree,no,yes,cellular,apr,fri,82,2,999,nonexistent,5099.1,no
41,blue-collar,married,basic.9y,no,no,cellular,apr,fri,343,2,999,nonexistent,5099.1,no
40,entrepreneur,married,basic.9y,no,no,cellular,apr,fri,75,1,999,nonexistent,5099.1,no
37,blue-collar,married,basic.9y,yes,yes,cellular,apr,fri,43,1,999,nonexistent,5099.1,no
55,services,married,high.school,yes,no,cellular,apr,fri,45,7,999,failure,5099.1,no
33,blue-collar,married,basic.4y,no,no,cellular,apr,fri,95,3,999,nonexistent,5099.1,no
37,services,married,high.school,no,yes,cellular,apr,fri,175,1,999,failure,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,208,1,999,failure,5099.1,no
39,services,married,high.school,yes,no,cellular,apr,fri,87,1,999,nonexistent,5099.1,no
53,blue-collar,married,basic.9y,no,yes,telephone,apr,fri,26,1,999,failure,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,218,1,999,nonexistent,5099.1,no
32,blue-collar,married,basic.9y,no,no,cellular,apr,fri,342,3,999,nonexistent,5099.1,no
28,blue-collar,married,basic.9y,yes,no,telephone,apr,fri,254,1,999,nonexistent,5099.1,no
31,admin.,single,university.degree,no,yes,cellular,apr,fri,85,1,999,nonexistent,5099.1,no
28,technician,single,university.degree,yes,no,cellular,apr,fri,73,1,999,failure,5099.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,145,1,999,failure,5099.1,no
37,admin.,married,high.school,yes,yes,cellular,apr,fri,171,1,999,failure,5099.1,no
37,technician,married,professional.course,yes,no,cellular,apr,fri,372,1,999,nonexistent,5099.1,no
33,technician,married,professional.course,yes,no,cellular,apr,fri,108,1,999,nonexistent,5099.1,no
56,blue-collar,married,basic.4y,no,no,cellular,apr,fri,153,1,999,nonexistent,5099.1,no
30,self-employed,married,university.degree,no,yes,cellular,apr,fri,138,1,999,failure,5099.1,no
45,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,175,3,999,nonexistent,5099.1,no
41,blue-collar,married,professional.course,no,no,cellular,apr,fri,247,1,999,nonexistent,5099.1,no
26,technician,single,professional.course,yes,no,cellular,apr,fri,362,2,999,failure,5099.1,no
39,services,divorced,basic.6y,no,no,cellular,apr,fri,286,2,999,failure,5099.1,no
40,technician,married,professional.course,no,no,cellular,apr,fri,316,2,999,nonexistent,5099.1,no
41,blue-collar,married,professional.course,yes,no,cellular,apr,fri,251,1,999,nonexistent,5099.1,no
41,blue-collar,married,professional.course,no,no,cellular,apr,fri,370,1,999,nonexistent,5099.1,no
44,admin.,married,university.degree,yes,yes,cellular,apr,fri,274,1,999,nonexistent,5099.1,no
48,admin.,married,university.degree,no,no,cellular,apr,fri,324,3,999,nonexistent,5099.1,no
50,management,married,university.degree,yes,yes,cellular,apr,fri,206,1,999,nonexistent,5099.1,no
33,admin.,single,high.school,yes,no,cellular,apr,fri,191,1,999,failure,5099.1,no
43,management,married,university.degree,yes,no,telephone,apr,fri,141,4,999,nonexistent,5099.1,no
45,blue-collar,divorced,basic.9y,no,no,cellular,apr,fri,200,3,999,nonexistent,5099.1,no
27,unemployed,single,basic.9y,yes,no,cellular,apr,fri,279,1,999,nonexistent,5099.1,no
36,self-employed,married,basic.9y,no,no,cellular,apr,fri,214,2,999,nonexistent,5099.1,no
36,admin.,single,professional.course,no,no,cellular,apr,fri,122,1,999,failure,5099.1,no
34,admin.,divorced,university.degree,yes,no,cellular,apr,fri,649,1,999,nonexistent,5099.1,no
54,blue-collar,single,basic.9y,yes,no,cellular,apr,fri,14,1,999,nonexistent,5099.1,no
39,management,married,university.degree,unknown,unknown,cellular,apr,fri,397,1,999,nonexistent,5099.1,no
54,retired,married,basic.4y,yes,no,cellular,apr,fri,263,1,999,nonexistent,5099.1,no
19,student,single,unknown,yes,yes,cellular,apr,fri,72,4,999,nonexistent,5099.1,no
34,management,married,university.degree,no,no,cellular,apr,fri,433,1,999,nonexistent,5099.1,no
39,blue-collar,married,basic.9y,no,no,cellular,apr,fri,407,2,999,nonexistent,5099.1,no
45,blue-collar,married,unknown,no,no,cellular,apr,fri,278,1,999,nonexistent,5099.1,no
39,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,216,1,999,nonexistent,5099.1,no
45,admin.,married,high.school,yes,no,cellular,apr,fri,33,2,999,nonexistent,5099.1,no
31,unemployed,single,basic.9y,yes,no,cellular,apr,fri,55,1,999,failure,5099.1,no
33,blue-collar,single,basic.9y,no,no,cellular,apr,fri,419,1,999,nonexistent,5099.1,no
34,admin.,married,high.school,yes,no,cellular,apr,fri,113,2,999,failure,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,157,2,999,nonexistent,5099.1,no
49,management,married,university.degree,yes,yes,cellular,apr,fri,40,8,999,nonexistent,5099.1,no
40,technician,single,professional.course,yes,no,cellular,apr,fri,53,1,999,failure,5099.1,no
53,admin.,married,basic.6y,yes,no,cellular,apr,fri,100,1,999,nonexistent,5099.1,no
45,blue-collar,married,unknown,yes,yes,cellular,apr,fri,637,1,999,nonexistent,5099.1,no
37,services,married,high.school,yes,no,cellular,apr,fri,317,1,999,nonexistent,5099.1,no
31,admin.,single,high.school,no,no,cellular,apr,fri,294,2,999,nonexistent,5099.1,no
34,entrepreneur,married,university.degree,no,yes,cellular,apr,fri,77,3,999,nonexistent,5099.1,no
39,technician,married,university.degree,yes,no,cellular,apr,fri,492,1,999,nonexistent,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,70,1,999,failure,5099.1,no
55,retired,married,high.school,no,no,cellular,apr,fri,401,1,8,success,5099.1,no
34,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,238,1,999,failure,5099.1,no
35,blue-collar,divorced,basic.6y,yes,no,cellular,apr,fri,212,1,999,nonexistent,5099.1,no
35,services,married,high.school,yes,no,cellular,apr,fri,36,1,999,nonexistent,5099.1,no
43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,611,1,999,failure,5099.1,no
41,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,359,1,999,nonexistent,5099.1,no
35,services,married,high.school,no,no,cellular,apr,fri,280,1,999,failure,5099.1,no
35,services,divorced,high.school,yes,yes,cellular,apr,fri,107,1,999,nonexistent,5099.1,no
45,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,654,1,999,nonexistent,5099.1,no
58,unemployed,married,basic.9y,no,no,cellular,apr,fri,834,1,999,nonexistent,5099.1,no
39,blue-collar,married,unknown,no,no,cellular,apr,fri,79,1,999,nonexistent,5099.1,no
22,admin.,married,high.school,yes,yes,cellular,apr,fri,156,2,999,nonexistent,5099.1,no
41,admin.,single,professional.course,yes,yes,cellular,apr,fri,41,1,999,nonexistent,5099.1,no
32,self-employed,married,basic.6y,no,no,cellular,apr,fri,211,3,999,nonexistent,5099.1,no
37,technician,married,professional.course,no,no,cellular,apr,fri,54,2,999,nonexistent,5099.1,no
38,technician,single,university.degree,no,no,cellular,apr,fri,301,2,999,nonexistent,5099.1,no
41,blue-collar,married,unknown,no,no,cellular,apr,fri,203,1,999,failure,5099.1,no
43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,19,4,999,nonexistent,5099.1,no
45,blue-collar,married,basic.9y,unknown,unknown,cellular,apr,fri,182,2,999,nonexistent,5099.1,no
27,admin.,single,university.degree,yes,no,cellular,apr,fri,401,1,999,failure,5099.1,no
42,admin.,divorced,university.degree,yes,no,cellular,apr,fri,237,2,999,failure,5099.1,no
